Id,text
439,@realDonaldTrump Remember when you said this in 2018?
440,@realDonaldTrump You kinda goofy!
441,@realDonaldTrump and you are? https://t.co/0EEw9reMUn
442,RT @Mabelais63: @realDonaldTrump @TheBabylonBee 👍👍 https://t.co/X6vuE9nBCg
443,@realDonaldTrump https://t.co/D9WZDp9Zkc
444,@realDonaldTrump سعی کن کسی رابوس نکنی!مایعات زیادبخوری.ٱنتی بیوتیک هم قبل ازسخنرانی بخور.نفس عمیقی بکش.به هیلاری ف… https://t.co/z15INLwN8I
445,@realDonaldTrump Remember when Trump said there will be no stimulus negotiations until after the election? Recently?
446,"@realDonaldTrump You just pull this sh*t constantly out of your ass, hmm?"
447,@realDonaldTrump https://t.co/0xiZwIjm6R
448,@realDonaldTrump stop calling Joe and kamala names like a freaking toddler you giant loser.
449,@realDonaldTrump @SenatorCollins https://t.co/bmlWQj9KQK
450,"RT @iheartmindy: @realDonaldTrump @TheBabylonBee Hey, don’t blame us that a satirical conservative site reports more believable and based-o…"
451,@realDonaldTrump #25thAmendmentNow Can’t wait for you to start serving prison time
452,@realDonaldTrump Bro! Let it Go! Stop Looking Desperate! Stop Retweeting Shit that U don’t Fact Check!🤔
453,"@realDonaldTrump @TheBabylonBee Very disgusted Twitter, I support trump 💪💪💪💪💪💪"
454,"@realDonaldTrump Less than 3 weeks away from election, facing grim polling numbers, Republicans on Capitol Hill are… https://t.co/JcMNXPXu0H"
455,@realDonaldTrump #seniorsforBiden #TrumpLiesEverytimeHeSpeaks #trumpvirus
456,@realDonaldTrump I see the superspreader is back at it.
457,@realDonaldTrump You got it boss 💯
458,@realDonaldTrump Lame Duck Donald is still ACTING like he is relevant.  He should be packing his clothes and cleani… https://t.co/pUwhBTLdds
459,@realDonaldTrump @NBCNews 1 million more people watched Biden... I bet you can’t handle that.
460,@realDonaldTrump You’ve got some serious post-Covid delirium. You might wanna take some disinfectant for that
461,"@realDonaldTrump THIS IS YOUR 9 YEAR OLD, PRESIDENTS TWEET. UNBELEIVABLE...."
462,@realDonaldTrump https://t.co/gXovgfuvuc
463,RT @murray_nyc: @realDonaldTrump Which of these states is Trump the most likely to LOSE?
464,"@realDonaldTrump @cspan Quit acting like a child and help those of us Americans that are starving, can’t pay bills… https://t.co/C8icSL1K1w"
465,@realDonaldTrump https://t.co/yGJQfqHsrf
466,@realDonaldTrump @NBCNews https://t.co/CR64CIosbQ
467,@realDonaldTrump https://t.co/QvZIsE1Clo
468,RT @PissOffTrumpkin: @realDonaldTrump Karma is a bitch Keep lying https://t.co/HebrlSuz4y
469,@realDonaldTrump MACRON? OH MACON
470,@realDonaldTrump Nothing. ztrump 2020
471,@realDonaldTrump @TheBabylonBee “Negative Biden news” is a euphemism for Russian disinformation. Mr straight shoote… https://t.co/j22kGTiLQl
472,"@realDonaldTrump Great speech, as always."
473,RT @DanielleCandela: @realDonaldTrump @TheBabylonBee I need a president not a performer. I need results not ratings. I need hope not fear.…
474,@realDonaldTrump https://t.co/BjmWjGGRo8
475,@realDonaldTrump @NBCNews I need you to go away and never come back.
476,@realDonaldTrump Since Donald Trump’s response to COVID-19 resulted in the United States of America leading the wor… https://t.co/rWT1zzeUfS
477,"@realDonaldTrump the only thing you do with any amount of consistency is tweet. Our country needs a leader, not a show boat."
478,@realDonaldTrump @POTUS @SenatorCollins 45 is a damn liar &amp; is disgusting!! Has disgraced our great country! BidenH… https://t.co/m8ArM26RQV
479,RT @Dogwalk_media: @realDonaldTrump What the hell do we have to lose?  Everything!  You've managed to almost destroy the country in one ter…
480,@realDonaldTrump https://t.co/tbRkJd2c2v
481,"@realDonaldTrump @NBCNews If you only read the positive reviews, you did amazing. I’m sure every white supremacist… https://t.co/4lFRmcVFxG"
482,RT @J0Marshll: @realDonaldTrump Such a whiny baby 👶. https://t.co/1qzSw5yoSd
483,@realDonaldTrump @NBCNews stupid Trump
484,@realDonaldTrump @NBCNews Lololololol https://t.co/oOUK8URODF
485,"@realDonaldTrump @TravisGrantham Better get the cleaning ladies busy at your suite in Trump tower, Donald.  You wil… https://t.co/LM1OeEKPRw"
486,RT @ShutupMan20: @realDonaldTrump Will you shut up?
487,@realDonaldTrump Keep telling those lies and pack your bags. You're done here. We are firing you Jan 20th.
488,@realDonaldTrump @TheBabylonBee The fact this is still up after 7 hours is testament to the dumbest president in American history.
489,@realDonaldTrump @IvankaTrump think we need to start “breaking news” about all the Trump family “deals” the past 4… https://t.co/Ig7nHu9IJA
490,@realDonaldTrump #BlatantLiar #TrumpLiesEverytimeHeSpeaks #TrumpLiesEverytimeHeTweets #TrumpLiesAmericansDie has to… https://t.co/4xQCQgd7am
491,"@realDonaldTrump In bocca al lupo presidente, che DIO l aiuti a sconfiggere il diavolo che avete in casa."
492,"@realDonaldTrump Still not as bad as killing 221,000 Americans. Sit down"
493,@realDonaldTrump 👍🏼 congratulations ! https://t.co/iecNujZ7U8
494,"@realDonaldTrump @TheBabylonBee Gee Don, me thinks ye must hv 2 much time on ye little jazz hands. Aren't there mil… https://t.co/ij5OUPIRym"
495,"@realDonaldTrump asking @SavannahGuthrie “if she had ever heard of the being “underlevered,” Repeatedly! #FakeWords #TrumpIsNotABillionaire"
496,@realDonaldTrump https://t.co/S0XNFv9k7c
497,@realDonaldTrump Because micro-🍄
498,@realDonaldTrump @DonaldJTrumpJr @seanhannity @ScottAdamsSays @IngrahamAngle @MeetThePress @AP @DevinNunes @latimes… https://t.co/Pk9ipwKITs
499,@realDonaldTrump @PressSec @senatemajldr @senatemajldr #MoscowMitch @USTreasury @Mnuchin1 https://t.co/hKiRJExse1
500,"@realDonaldTrump @TheBabylonBee Shit!!! He's on to us. I told yall he was smarter than he acts. Not really, he's dumb as shit..."
501,@realDonaldTrump https://t.co/k4Kyf8Ghqx
502,"@realDonaldTrump’s base. How charming. Wait. Do I see @DonaldJTrumpJr ? @GOP, you must be so proud. https://t.co/ZuLi5xJheo"
503,@realDonaldTrump Another fluff propaganda hit piece written by a failed politician and Republican propaganda operat… https://t.co/d7olSvTcH0
504,@realDonaldTrump What a fake ad... everything about Biden is false. Why are you so insecure lil Donny?
505,"RT @DanielleCandela: @realDonaldTrump @TheBabylonBee Captain Covid the Super Spreader in Chief, is lying again. Covid is raging across the…"
506,RT @donaldito11: @realDonaldTrump    @JohsieC           #TASK4FORCE            #VenezuelaWaitingTrump https://t.co/vDP7WpY3Fh
507,"RT @silvano_trotta: @realDonaldTrump même ayant le Covid ne faisant pas de tweets, cela n’étonne que moi ? A mon humble avis, grosses surpr…"
508,"@realDonaldTrump There’s a wave coming alright, a Covid one."
509,@realDonaldTrump @RealJamesWoods https://t.co/eBrwgEaCxN
510,@realDonaldTrump #FloridaForBiden
511,"@realDonaldTrump  I voted for you yesterday! Thank you for being a great President, Mr. Tump!"
512,RT @EugJHawk: @realDonaldTrump #BLM #DesperateTrumpWillDoAnything #GOPLetHimInfectUs #2MillionDeadPerYearWithTrumpsHerdImmunity #TrumpGenoc…
513,"@realDonaldTrump Well, there's the fact that you have done nothing to slow down the virus and we could all die.  Th… https://t.co/8PpmarogAw"
514,RT @scientificrealm: @realDonaldTrump https://t.co/fAU8Im4v9W
515,@realDonaldTrump This president is so wreckless going from state to state knowing how high covid numbers are gettin… https://t.co/US4jo5oho8
516,@realDonaldTrump https://t.co/C6Qcf41qqA
517,@realDonaldTrump THANK YOU GEORGIAN PETRI DISH!
518,"@realDonaldTrump Remember during his Presidency, Lincoln was an unpopular President.  He was the sitting President… https://t.co/dTmg5q51DF"
519,@realDonaldTrump I really wish I could make it to your rally in California! But unfortunately my vehicle is a piece… https://t.co/w1AYr8wqWW
520,RT @LPailer: @realDonaldTrump @SpeakerPelosi @GOP @SenSchumer @senatemajldr @SenateGOP @SenateDems @ProbSolveCaucus @HouseDemocrats @TheDem…
521,"RT @NashvilleDeeDee: @realDonaldTrump Speaking of super predator, I believe @ejeancarroll is still waiting for your DNA sample.    https://…"
522,@realDonaldTrump Yeah because you speak so well!
523,@realDonaldTrump WRONG.  https://t.co/lFJiAZ5Ztr
524,RT @bogdanoffelaine: @realDonaldTrump VIDEOTIME📹:@donwinslow 🔥scorching hot video strips the cloak from Trumps phony flag-hugging facade la…
525,@realDonaldTrump https://t.co/BCo3TZ9jtf
526,@realDonaldTrump Your sanity
527,"@realDonaldTrump @TheBabylonBee Is it just me, or is he the only president to use twitter before 2020???"
528,@realDonaldTrump Big f*ck
529,@realDonaldTrump https://t.co/6DBun1yYah
530,@realDonaldTrump Lame.
531,@realDonaldTrump “What the hell do you have to lose?” -said when someone has nothing to lose. So you admit... we ha… https://t.co/Av96aCJnBD
532,RT @HKrassenstein: @realDonaldTrump @TheBabylonBee You are so ignorant.  You are literally tweeting out satire news.  You have officially r…
533,@realDonaldTrump SUPER-SPREADER tour continues - former reality TV star in final fling as President spouts more lie… https://t.co/EwPTLhUDbY
534,@realDonaldTrump https://t.co/0F5VT8dcpk
535,"RT @AugustMoonSouth: @realDonaldTrump @NBCNews @cspan I’m a white, upper class, suburban soccer mom, as are all of my friends...and Every.…"
536,@realDonaldTrump @TheBabylonBee America’s crazy uncle is at it again.
537,@realDonaldTrump Are you on your period again?
538,@realDonaldTrump @TheBabylonBee Glad to see you found more accurate sources then Fox. https://t.co/5xUk8uaf6O
539,@realDonaldTrump https://t.co/ru1wh7unhM
540,"@realDonaldTrump Please let us snowbirds be able to drive across the border, to go to our homes, u said u would ope… https://t.co/szVveEERfy"
541,@realDonaldTrump @nypost If it weren’t for the old equal opportunity America YOU wouldn’t be where you are.  We hav… https://t.co/0vM5eQBypy
542,@realDonaldTrump fyi https://t.co/lPkRi1fVO7
543,@realDonaldTrump  Is it a coincidence that #SaudiArabia has no extradition treaty with the U.S. #Trump #fraud #golf… https://t.co/89OtLh65fx
544,"@realDonaldTrump 🤣🤣C.U.N.T... How's that Mueller redact goin' for ya? Dying to hear ur response on that, so is the… https://t.co/dgV5wwXE7u"
545,@realDonaldTrump Hey looks like Joe got much bigger rating on one network then you did on three!!!
546,@realDonaldTrump #PrayForGanja https://t.co/Y74xfM4ToD
547,@realDonaldTrump @SenatorCollins Not worth the work? What? I don’t understand that reference  in regards to a co- e… https://t.co/tFZwsaqz3z
548,@realDonaldTrump Hide everyone! You are done Trump. Quit infecting everyone
549,@realDonaldTrump Covid wave
550,@realDonaldTrump @DonaldJTrumpJr @seanhannity @ScottAdamsSays @IngrahamAngle @MeetThePress @AP @DevinNunes @latimes… https://t.co/jYEuhFDjMV
551,@realDonaldTrump https://t.co/xiCFv2D1U0
552,"@realDonaldTrump where the compassion 218,000 dead Americans ago. Greedy orange pig man . #TrumpCrimeFamily"
553,@realDonaldTrump https://t.co/wlcJLlzNVH
554,@realDonaldTrump 🤦🏼‍♀️🙄
555,@realDonaldTrump This new stimulus pkg..... does it have 1200$ retroactive payments for the last 6 months???
556,@realDonaldTrump u will win
557,@realDonaldTrump subscribe to technoblade https://t.co/9EbWyM1Wrq
558,@realDonaldTrump Seems more people are watching trump than Biden in these view numbers. Scientific Realm lashing ou… https://t.co/xKLfMdzr9f
559,"@realDonaldTrump @TheBabylonBee When will you just, SHUT UP?"
560,@realDonaldTrump We will never know how such an Idiot! Ever became President of the free world!
561,@realDonaldTrump https://t.co/D9rNxmuSqY
562,@realDonaldTrump Vote Biden! Vote Blue!
563,@realDonaldTrump Did you hear that while you were in Yosamight before your flight to Thailand where you encountered… https://t.co/QLqOtidUaN
564,@realDonaldTrump https://t.co/GkDjm8SwkW
565,"@realDonaldTrump A judicial investigation into Biden and his son about their email as soon as possible, faster! Faster! Faster!"
566,@realDonaldTrump https://t.co/PqKZFms3D6
567,@realDonaldTrump This should be the top priority right now!!!!! https://t.co/pVQo4BLviW
568,@realDonaldTrump  Well......??? https://t.co/UxAb2Llvpl
569,@realDonaldTrump https://t.co/xiCFv2D1U0
570,@realDonaldTrump @realDonaldTrump continues to put supporters at risk.  Maybe his staff are @JoeBiden supporters to… https://t.co/r0Yn7WTzda
571,@realDonaldTrump Just a thought... https://t.co/FLs3xn0TAS
572,@realDonaldTrump https://t.co/FwVqYCemnr
573,@realDonaldTrump https://t.co/xiCFv2D1U0
574,RT @scientificrealm: @realDonaldTrump https://t.co/vYiSERt4gP
575,@realDonaldTrump https://t.co/D9rNxmuSqY
576,@realDonaldTrump @NBCNews @cspan #BidenHarris2020ToSaveAmerica The world is in tears that our president is that stupid.
577,@realDonaldTrump Nope
578,@realDonaldTrump Another super spreader event. How many of those attending will be dead or in an ICU in a week?
579,"@realDonaldTrump  Please, dont be blind to this vandalism, terror.. #StopArmenianTerrorism #DontBelieveArmenia… https://t.co/d6p0k5aWKr"
580,@realDonaldTrump @DonaldJTrumpJr @seanhannity @ScottAdamsSays @IngrahamAngle @MeetThePress @AP @DevinNunes @latimes… https://t.co/hbZ2LZuUaM
581,"RT @PeterMerlinCane: @realDonaldTrump Super predator... ah, you must be confused. This is what springs to everyone's mind when they hear th…"
582,@realDonaldTrump He means #InfectYouSoon.
583,@realDonaldTrump @TheBabylonBee The Babylon Bee is more factual than the Fresno Bee
584,@realDonaldTrump Tell Nancy Pelosi to take the thumb out her booty and give us our dang money!!
585,@realDonaldTrump https://t.co/D9rNxmuSqY
586,"RT @littledeekay: @realDonaldTrump @TheBabylonBee Satire.  Noun.  The use of humor, irony, exaggeration, or ridicule to expose and criticiz…"
587,"@realDonaldTrump Lies, lies, and lies Pinocchio"
588,@realDonaldTrump @ReallyAmerican1 @ProjectLincoln @MeidasTouch  OUR FREEDOM OUR RIGHTS OUR DEMOCRACY OUR COUNTRY Al… https://t.co/mnS1k43rAz
589,"@realDonaldTrump. Can you come back to Colorado, now? We and Sen. Gardner need your help."
590,"@realDonaldTrump, SINCE YOU HAVE ALWAYS BEEN MORE CONCERNED ABOUT THE STOCK MARKET... HERE IS WHAT THE MARKET IS PR… https://t.co/oy6sCwRG2a"
591,"@realDonaldTrump @NBCNews @cspan Boy, nice way to play the victim before something even happens. That’s what childr… https://t.co/3H09656Y7D"
592,@realDonaldTrump Another spreading event
593,"RT @eugenegu: @realDonaldTrump @TheBabylonBee Hi Big T,  The Babylon Bee is a parody site like The Onion except geared towards loser conser…"
594,"RT @AugustMoonSouth: @realDonaldTrump @NBCNews @cspan I’m a white, upper class, suburban soccer mom, as are all of my friends...and Every.…"
595,"RT @BsCHILDREN: @realDonaldTrump SEND STIMULUS,  SEND STIMULUS,  SEND STIMULUS,  SEND STIMULUS  SEND STIMULUS  @LALATE @BsCHILDREN  @POTUS"
596,@realDonaldTrump #MSC #PURPLEPOWER
597,"@realDonaldTrump Super predator about you, I assume?"
598,@realDonaldTrump Great!!! However we need CHEAP HEALTHCARE in this country. People can't afford medicine &amp; people w… https://t.co/y9tUje9qmE
599,@realDonaldTrump @cspan You calling someone a low life? Takes one to know one.
600,@realDonaldTrump @DonaldJTrumpJr @seanhannity @ScottAdamsSays @IngrahamAngle @MeetThePress @AP @DevinNunes @latimes… https://t.co/MSX3bPlk5s
601,RT @HKrassenstein: @realDonaldTrump @TheBabylonBee The satire President tweets satire news from The Babylon Bee.
602,@realDonaldTrump https://t.co/uwT4O7HXS0
603,RT @AntheRhodes: @realDonaldTrump Here’s a better endorsement. https://t.co/RMYf6oirur
604,@realDonaldTrump Watch out for SEAL TEAM 6 NOW! SICK ASS
605,@realDonaldTrump HHS lawyer: Trump’s drug cards could violate election law. You’re desperate and is buying votes. T… https://t.co/Qqo9oYEQ80
606,"@realDonaldTrump What the hell are you doing? You are sick to be doing them.  Look at these numbers!!! No empathy,… https://t.co/IsNib1PPTs"
607,@realDonaldTrump 頑張って下さい！ 絶対に選挙に勝って、大統領を続けて下さい！
608,@realDonaldTrump You mean for Biden. Your down 10 pts. Your losing.
609,@realDonaldTrump @NBCNews https://t.co/FsC6jGREFc https://t.co/vA37uWf4AK
610,@realDonaldTrump Serenity now. Infection in five days.
611,@realDonaldTrump Ocala Luv Our President. https://t.co/L5QxxhRrmF
612,"@realDonaldTrump Actually, you are losing in Florida, and damned near everywhere else."
613,@realDonaldTrump Vote Biden! Vote Blue!
614,@realDonaldTrump https://t.co/abwVF3ELuK
615,RT @vinnycaz: @realDonaldTrump #PURPLEPOWER YOU NEED TO GUARANTEE YOUR FUTURE GO EXECUTIVE ORDER NOW LARGE CHECKS FPUC AND EIDL AND DO BILL…
616,RT @McUgwummadu: @realDonaldTrump What will happen if you tweet #EndSARS ?  You don't know right?  Should I tell you?  You will defeat Bide…
617,@realDonaldTrump https://t.co/jCKsxal95y
618,@realDonaldTrump 🤣🤣🤣🤣🤣🤣🤣 #TrumpRatingsFail #TrumpVirusDeathToll218K #BlameTrump https://t.co/6sdPwf0Nn5
619,@realDonaldTrump 🤣😂🤣😂🤪🤪
620,@realDonaldTrump Liar! #TrumpIsALoser
621,@realDonaldTrump Trump on if Biden wins: 'Maybe I'll have to leave the country'. PLEASE! GO NOW. DON'T WAIT. I'LL B… https://t.co/RLtuYdxAx2
622,"@realDonaldTrump Have a nice farewell tour, be sure to play all the hits and get everyone sick!"
623,"@realDonaldTrump We need MORE “Fact Check”, type ads to point out the lies of Joe &amp; Harris with the glowing accompl… https://t.co/fFIC2vTyw0"
624,@realDonaldTrump Please LISTEN-Good advice from someone that KNOWS how to campaign:  Trump needs an ad made up of p… https://t.co/PAItivBmw1
625,@realDonaldTrump Propaganda does not make you better just a better Liar.
626,@realDonaldTrump Heard you might leave the country when you lose. You know we will just extradite you back to lock you up.
627,@realDonaldTrump @TheBabylonBee You fuckin goof 🤦🏾‍♂️
628,@realDonaldTrump https://t.co/NQzk42LFgh
629,@realDonaldTrump https://t.co/eunBgKrXTd
630,@realDonaldTrump Hide the kids. Trump is coming. God save us all #god #help #coronavirus
631,"@realDonaldTrump you lost the town hall last night, you suck."
632,RT @katintheville: @realDonaldTrump I cant wait to see this barking clown to get his a*s handed to him on election night. He thinks these d…
633,@realDonaldTrump 🤞🤗
634,@realDonaldTrump The democrats are trying to stop you from stealing all the money but your stealing from everywhere #VoterSuppression
635,@realDonaldTrump Ocala President Trump Rally. https://t.co/HsyU3UVbZn
636,@realDonaldTrump you should getting ready to leave office. pack it up mister.   this u? https://t.co/8JyiBsNijf
637,@realDonaldTrump Rally was great. So many people and speech was great. Watched the whole thing. So much better than Joe.
638,@realDonaldTrump @SenatorCollins Good for her
639,@realDonaldTrump @GStephanopoulos Is that why his ratings were higher than yours?
640,@realDonaldTrump VOTE BIDEN
641,@realDonaldTrump would like to see you sporting a beard. https://t.co/HdxhDDECrv
642,@realDonaldTrump Hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahhahaha.    Haha
643,@realDonaldTrump my grandfather passed away October 14th. I wish you could come to his funeral today. He really wan… https://t.co/VwMyzWGKol
644,@realDonaldTrump How many more dead mr president?they're deaths are on you.
645,@realDonaldTrump “The presidency deserves someone who is competent and honest. Someone who has empathy and compassi… https://t.co/UWB9OCgjI5
646,@realDonaldTrump @FLOTUS @JoeBiden @PMOIndia @VP @AmitShah DO SOMETHING. https://t.co/SQIHYwHW7V
647,@realDonaldTrump Ce bébé est mort avec le missile arménien. N'avez-vous pas de conscience ou d'amour? Quand cessere… https://t.co/TbTeHSf8cf
648,RT @MontyBoa99: @realDonaldTrump https://t.co/a8HxLl91kI
649,@realDonaldTrump @GStephanopoulos His ratings were better though...that probably upsets the stable genius. ALOT OF… https://t.co/f3kLOeXZ3S
650,@realDonaldTrump Great job you did today Sir as always. Your youth has returned to you and you looked great.
651,RT @joelockhart: @realDonaldTrump I hear you freely use the N word.
652,@realDonaldTrump So COVID is gone? Mr. President
653,@realDonaldTrump https://t.co/RoSrMp9cbm
654,@realDonaldTrump your move were all tired of empty promises 🇦🇲💪🏻 #ՀԱՂԹԵԼՈՒԵՆՔ #ArmeniaStrong #ArtsakhStrong… https://t.co/vE7FFRVVlk
655,@realDonaldTrump 續上..Joe Biden、Hunter Biden收受烏克蘭及中國軍方和官商利益，不但涉以權謀私貪腐，更危害美國國家安全!! 美國當局該徹查Biden家族及與牠們有關聯者!!) 如果美國由弄出打… https://t.
656,@realDonaldTrump Ocala is Trump Land https://t.co/K8VllhoIF0
657,@realDonaldTrump Trumpery look it up.  Derived from the old English language.  It's a word.  It embodies President Trump to the letter.
658,RT @DanielleCandela: @realDonaldTrump @TheBabylonBee What we learned last night. Joe Biden is as nice as Mister Rogers. Joe Biden has a com…
659,"@realDonaldTrump Before you come to Tucson on Monday, pay your $80k to the city of Tucson from your 2016 campaigning.  No on wants you here!"
660,RT @gimenez_cezar: @realDonaldTrump Come on Trump you are the champion just one more round and Biden is K.O. show them what you got number…
661,RT @kellumdander: @realDonaldTrump I can’t believe I have to say this but Donald Trump has been president for four years and if he actually…
662,@realDonaldTrump @WhiteHouse @GOP @HouseGOP @SenateGOP @GOPLeader @senatemajldr @GOPChairwoman @BillStepien… https://t.co/xRji1QzV7F
663,@realDonaldTrump Mr President they have Stacked the decks Against You. It's time to Play the Trump Card...
664,@realDonaldTrump Nichols the II didn’t see it coming either. Most rulers by the time of a fatal uprising have desen… https://t.co/5QP1bbCDro
665,"@realDonaldTrump Good Morning sir,please with all due respect,we need Buhari back home,he should come and listen to… https://t.co/YTQ9IoWQ6e"
666,"@realDonaldTrump @JoeBiden @SenKamalaHarris @KamalaHarris get your ass down to Georgia! Joe you go to Savannah, Kam… https://t.co/4QA40y1H9M"
667,@realDonaldTrump https://t.co/UsVF7DBXQB
668,@realDonaldTrump LOL
669,@realDonaldTrump Oh look. It's Despicable You! #BidenHarris2020
670,@realDonaldTrump Stay home!
671,@realDonaldTrump Darrell's Donnie's lackey Darrell got kicked out of Congressional district CA-49 and thinks he can… https://t.co/GareJAaY7s
672,@realDonaldTrump 17 days left MF!
673,@realDonaldTrump Never a 😑 moment w u Mr. President...btw give me some of your energy sir!
674,@realDonaldTrump @NBCNews You were roasted!!
675,@realDonaldTrump just reminding you of this Donny! 😂 https://t.co/7V3ClyYKLT
676,@realDonaldTrump Resisters were discussing how you will have to get your head shaved when you go to prison.   Can’t… https://t.co/wG3rnlwu6z
677,@realDonaldTrump Here in Marion COUNTY Ocala Florida. Blue Live Matter. https://t.co/G8orMFze8x
678,RT @PanthersFanInCO: @realDonaldTrump Super predator? Guess that’s why you and #Epstein raped a 13 y/o and refuse to hand over your DNA in…
679,"@realDonaldTrump Wtf is this, give a speech only to have your penis take over half way through?"
680,@realDonaldTrump Are you really leaving?
681,@realdonaldtrump Look at Floridians!!!!!! https://t.co/6971MQMoCt
682,@realDonaldTrump Another COVID-19 festival. I can’t help but wonder how many of them won’t live long enough to vote.
683,@realDonaldTrump https://t.co/XN86RWDD0u
684,@realDonaldTrump Mate seriously haven’t you other pressing things to deal with?
685,@realDonaldTrump Shake as may hands as possible!!
686,@realDonaldTrump can’t win if you don’t cheat https://t.co/l809jAcoxT
687,@realDonaldTrump @NBCNews Hahaha oookay Donny
688,RT @PeterMerlinCane: @realDonaldTrump SUPER PREDATOR... Here are two for a start: https://t.co/2alRlt8qIW
689,"@realDonaldTrump @SenatorCollins So Presidential, as always. Bringing people together, lifting morale, remaining di… https://t.co/cheKEqal27"
690,@realDonaldTrump https://t.co/bUFTue27cY
691,@realDonaldTrump @RoyalFamily  Deny government officials entry into your country. Let them stay here with us and en… https://t.co/DbVWyUmNQm
692,RT @itsJeffTiedrich: @realDonaldTrump imagine a Republican incumbent having to waste time and resources in deeply-red Georgia two weeks bef…
693,@realDonaldTrump  On behalf of the 🌎  Fuck You Fuck Putin Fuck China Fuck Your Bitch Ass Traitor groupies  Fuck You… https://t.co/SC1lvJtbe1
694,@realDonaldTrump Dictator
695,@realDonaldTrump Joe Biden Lies !!  4 Years Ago On March 3rd 2016 Trump Denounces KKK &amp; David Duke On Video. White… https://t.co/w4w9hMKVhq
696,@realDonaldTrump Yawn...
697,RT @miaball1976: @realDonaldTrump Most media in the US is so fake and corrupt that is sickening! The same for many reporters!  They just do…
698,"@realDonaldTrump That’s called menstruation, Donnie, and it’s coming out from all the suburban whites to wash you clean off this earth."
699,@realDonaldTrump #EndSARS
700,@realDonaldTrump You know who never had to brag about crowd size? https://t.co/cctL2qWQTI
701,@realDonaldTrump https://t.co/K6WNsqBm9j
702,@realDonaldTrump Trump is no Libertarian. His Supreme Court will be out of the Boardroom and into your Bedroom...
703,@realDonaldTrump https://t.co/212w0X5jVh
704,@realDonaldTrump https://t.co/Q3ELqehJqE
705,"RT @eugenegu: @realDonaldTrump @TheBabylonBee Hi Big T,  The Babylon Bee is a parody site like The Onion except geared towards loser conser…"
706,@realDonaldTrump https://t.co/y2QeVhx3sJ
707,"@realDonaldTrump Sounds better than “Little Mushroom” but one is more accurate than the other, isn’t it”LM”.😂🙄🤡🎪🥃🥃🥃🦠💩🧛🏻‍♂️"
708,@realDonaldTrump https://t.co/D9rNxmuSqY
709,@realDonaldTrump Maybe he can borrow your magic sharpie and correct his mistake like you did for the devastating Al… https://t.co/7jSyfh0mq1
710,@realDonaldTrump Someone’s afraid of losing the south
711,"@realDonaldTrump There is mass censorship being applied by Facebook, My account was disabled for speaking nothing b… https://t.co/m7HdQBcLjZ"
712,@realDonaldTrump  Obama's birth certificate is fake. Your instincts were right. He was also Barry Soros.   Obama wa… https://t.co/m04zIQtAO0
713,@realDonaldTrump #TrumpIsALaughingStock  Your a joke just stop talking
714,"@realDonaldTrump We love you smart, hardworking and patriotic ""Macon_Georgia""💕🇺🇸  #TRUMP_pence2020 ✌🏾🇺🇸"
715,@realDonaldTrump https://t.co/Q3ELqehJqE
716,RT @judgeyourself99: @realDonaldTrump Trump is a SUPER PREDATOR #SuperPredatorTrump https://t.co/zrd3bwfm9V
717,@realDonaldTrump https://t.co/zEggBlVt1q
718,@realDonaldTrump We know Biden is winning and will become the 46th President. The absolute best part is Trump vowed… https://t.co/Vg3vzL8ahP
719,@realDonaldTrump https://t.co/Q3ELqehJqE
720,@realDonaldTrump @narendramodi https://t.co/WffotWWXC8
721,@realDonaldTrump When you look at one of these look up a word that has been around for a long time.  Trumpery: No g… https://t.co/GY6Y3sXt26
722,@realDonaldTrump @ksvaquer @aragusea you ready?
723,"@realDonaldTrump There is mass censorship being applied by Facebook, My account was disabled for speaking nothing b… https://t.co/IhkJZhs88e"
724,@realDonaldTrump Oh honey. Bless your heart. NOONE  thought anyone was talking about you sweetie.
725,@realDonaldTrump Great Going 👍
726,@realDonaldTrump EVERYTHING!!
727,@realDonaldTrump https://t.co/lzDg8erfIn
728,@realDonaldTrump Wrong!! Have you talked to the turtle #MoscowMitch?
729,RT @_ReaalAmerican_: @realDonaldTrump https://t.co/K5hAZ1xKO6
730,"@realDonaldTrump @GStephanopoulos Hey Don, I notice you're not tweeting too much about that town hall.  Could it be… https://t.co/Mw6xdSFchO"
731,@realDonaldTrump Thank you Mr. President! I actually heard your words without them being twisted! #MoveThemBack
732,@realDonaldTrump https://t.co/8xS0zqTttB
733,@realDonaldTrump https://t.co/Q3ELqehJqE
734,@realDonaldTrump https://t.co/212w0X5jVh
735,"@realDonaldTrump Those Presidents were men, you? your a useless stain on society https://t.co/FyFO7WTNSb"
736,@realDonaldTrump Someone has been looking in the mirror again
737,@realDonaldTrump https://t.co/i56I8ZxdHN
738,@realDonaldTrump Why aren't you talking about ratings today? You live for ratings! You judge everything by its rati… https://t.co/PYpbwukDFR
739,@realDonaldTrump @potus Just wanted to let you know I experience noise harassment and remote neural monitoring and… https://t.co/YLIv9NkulY
740,"@realDonaldTrump @GStephanopoulos The Hill claimed that the Ukrainian Prosecutor General's Office, led by Prosecuto… https://t.co/ZL12BLrsJp"
741,@realDonaldTrump https://t.co/XKkjzfBSxp
742,@realDonaldTrump https://t.co/F1RbR3mG9F
743,@realDonaldTrump Lol
